,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,fax,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
21,94043,Communication Services,139995.0,"Alphabet Inc. provides online advertising services in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. The company offers performance and brand advertising services. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, such as ads, Android, Chrome, hardware, Google Maps, Google Play, Search, and YouTube, as well as technical infrastructure; and digital content. The Google Cloud segment offers infrastructure and data analytics platforms, collaboration tools, and other services for enterprise customers. The Other Bets segment sells internet and TV services, as well as licensing and research and development services. The company was founded in 1998 and is headquartered in Mountain View, California.",Mountain View,650-253-0000,CA,United States,[],http://www.abc.xyz,1,1600 Amphitheatre Parkway,Internet Content & Information,0.32032,0.26115,0.54316,72961998848.0,0.344,0.25261,63002001408.0,1850.0,buy,97795000000.0,42341748736.0,2800.0,2712.6,1.662,3.104,0.10342,42.0,2750.07,12.281,0.23687,3637.22,135104004096.0,28246999040.0,196682006528.0,201.598,USD,290.303,2.95,1.7,NMS,Alphabet Inc.,Alphabet Inc.,America/New_York,EDT,True,-14400000,,EQUITY,GOOGL,,,finmb_29096,e15ce71f-f533-3912-9f11-a46c09e2412b,us_market,,7.317,,22.842,,,95.09,,300747008.0,,,,342.743,4171095.0,0.0062,,1609372800.0,0.81211996,51363000320.0,75.04,,,7.914385,0.0013799999,1672444800.0,,1617148800.0,2.69,1615766400.0,605526495.0,0.995587,1439096897536.0,2,,1396483200.0,1998:1000,,,1.623,9.334501,1618444800.0,1.26,,28.52666,,0.0139,3111317.0,,,2697.09,2702.7,2248.753,,0.0,,2714.64,,2376920.0,2697.09,2520.2542,,2702.7,2376920.0,,,,,,,2666.39,USD,36.14872,1038094.0,,,,1835928387584.0,,,1396180.0,2666.39,2712.6,2900.0,1038094.0,2765.94,,,1402.15,2705.05,False,,800.0,2714.64,2712.6,https://logo.clearbit.com/abc.xyz,,,,,,,,,,,,,,
22,94043,Communication Services,139995.0,"Alphabet Inc. provides online advertising services in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. The company offers performance and brand advertising services. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, such as ads, Android, Chrome, hardware, Google Maps, Google Play, Search, and YouTube, as well as technical infrastructure; and digital content. The Google Cloud segment offers infrastructure and data analytics platforms, collaboration tools, and other services for enterprise customers. The Other Bets segment sells internet and TV services, as well as licensing and research and development services. The company was founded in 1998 and is headquartered in Mountain View, California.",Mountain View,650-253-0000,CA,United States,[],http://www.abc.xyz,1,1600 Amphitheatre Parkway,Internet Content & Information,0.32032,0.26115,0.54316,72961998848.0,0.344,0.25261,63002001408.0,2350.0,strong_buy,97795000000.0,42341748736.0,2700.0,2725.6,1.662,3.104,0.10342,8.0,2625.0,12.281,0.23687,2800.0,135104004096.0,28246999040.0,196682006528.0,201.598,USD,290.303,2.95,1.5,NMS,Alphabet Inc.,Alphabet Inc.,America/New_York,EDT,False,-14400000,,EQUITY,GOOG,,,finmb_29096,ee8cce8c-2475-31c0-8436-ecdf889cbfbd,us_market,,8.075,,25.208,,,95.21,,323580000.0,,,,342.743,2688528.0,0.004,,1609372800.0,0.68214995,51363000320.0,75.04,,,7.9523144,0.059520002,1672444800.0,,1617148800.0,1.91,1619740800.0,583504913.0,1.017391,1588141359104.0,2,,1430092800.0,10000000:10000000,,,1.623,9.11049,1622160000.0,1.27,,28.627247,,,2825801.0,,,2719.79,2720.0,2286.614,,0.0,,2726.71,,1631200.0,2719.79,2600.8777,,2720.0,1631200.0,,,,,,,2684.0,USD,36.321964,953200.0,,,,1791869452288.0,,,1202003.0,2684.0,2722.0,1100.0,953200.0,2800.22,,,1406.55,2697.65,False,,800.0,2726.71,2725.6,https://logo.clearbit.com/abc.xyz,,,,,,,,,,,,,,
23,23230,Consumer Defensive,7100.0,"Altria Group, Inc., through its subsidiaries, manufactures and sells cigarettes, oral tobacco products, and wine in the United States. It offers cigarettes primarily under the Marlboro brand; cigars principally under the Black & Mild brand; and moist smokeless tobacco products under the Copenhagen, Skoal, Red Seal, and Husky brands, as well as provides on! oral nicotine pouches. The company also produces and sells varietal and blended table wines, and sparkling wines under the Chateau Ste. Michelle and 14 Hands names; and imports and markets Antinori, Torres, and Villa Maria Estate wines, as well as Champagne Nicolas Feuillatte in the United States. In addition, it provides finance leasing services primarily in transportation, power generation, real estate, and manufacturing equipment industries. The company sells its tobacco products primarily to wholesalers, including distributors; and large retail organizations, such as chain stores. Altria Group, Inc. was founded in 1822 and is headquartered in Richmond, Virginia.",Richmond,804 274 2200,VA,United States,[],http://www.altria.com,1,6601 West Broad Street,Tobacco,0.5748,0.20987,0.65277,8296000000.0,-0.033,0.56247,11884000256.0,40.0,buy,13488000000.0,6982000128.0,55.05,47.79,-0.078,0.803,0.14336,18.0,53.78,977.924,0.89083,68.0,5792000000.0,29680001024.0,20675000320.0,3.13,USD,11.129,0.593,2.2,NYQ,"Altria Group, Inc.","Altria Group, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,MO,,,finmb_53839346,eb0459bf-ce41-3588-8ecf-61fb07987581,us_market,,5.37,,9.343,,,4.82,,1850640000.0,,,,1.573,13656203.0,0.0074,,1609372800.0,0.61515,4329999872.0,2.331,,,30.381437,0.00096000003,1672444800.0,,1617148800.0,1.86,1619740800.0,1848565259.0,0.644021,111026995200.0,2,,860716800.0,3:1,,,-0.082,4.297748,1622160000.0,2.31,,9.914938,,0.0074,11131275.0,,,47.73,47.96,47.44588,0.07165305,1.4614999,,48.08,,6013280.0,47.73,47.340588,3.42,47.96,6013280.0,,,3.44,1623628800.0,,,47.58,USD,20.50193,5283622.0,,,,88855945216.0,,,7158828.0,47.58,47.87,3200.0,5283622.0,52.59,,5.62,35.83,47.71,False,0.0732,1000.0,48.08,47.79,https://logo.clearbit.com/altria.com,,,,,,,,,,,,,,
24,98109-5210,Consumer Cyclical,1271000.0,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS). It sells merchandise and content purchased for resale from third-party sellers through physical and online stores. The company also manufactures and sells electronic devices, including Kindle, Fire tablets, Fire TVs, Rings, and Echo and other devices; provides Kindle Direct Publishing, an online service that allows independent authors and publishers to make their books available in the Kindle Store; and develops and produces media content. In addition, it offers programs that enable sellers to sell their products on its websites, as well as its stores; and programs that allow authors, musicians, filmmakers, skill and app developers, and others to publish and sell content. Further, the company provides compute, storage, database, analytics, machine learning, and other services, as well as fulfillment, advertising, publishing, and digital content subscriptions. Additionally, it offers Amazon Prime, a membership program, which provides free shipping of various items; access to streaming of movies and TV episodes; and other services. The company serves consumers, sellers, developers, enterprises, and content creators. Amazon.com, Inc. was founded in 1994 and is headquartered in Seattle, Washington.",Seattle,206-266-1000,WA,United States,[],http://www.amazon.com,1,410 Terry Avenue North,Internet Retail,0.13641,0.06419,0.40483,67213000704.0,0.438,0.071040004,57172000768.0,3775.0,buy,152757000000.0,31386875904.0,4200.0,3366.24,2.152,1.052,0.06838,48.0,4241.33,98.257,0.31915,5500.0,73270001664.0,101518999552.0,419130015744.0,145.284,USD,835.753,0.843,1.7,NMS,"Amazon.com, Inc.","Amazon.com, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,AMZN,,,finmb_18749,261fd26b-0151-3813-b0d0-97e4ed4c6505,us_market,,4.49,,32.918,,,72.27,,504324000.0,,,,205.0,4826456.0,0.0095999995,,1609372800.0,0.59153,26902999040.0,52.562,,,16.420683,0.13666001,1672444800.0,,1617148800.0,1.77,1620950400.0,452171618.0,1.151795,1882011992064.0,2,,936230400.0,2:1,,,2.198,4.050475,1623715200.0,1.61,,46.578667,,0.0111,4812315.0,,,3331.48,3340.72,3311.1387,,0.0,,3391.0,,5101700.0,3331.48,3551.1902,,3340.72,5101700.0,,,,,,,3299.99,USD,64.04323,4157343.0,,,,1697675608064.0,,,3585830.0,3299.99,3366.34,1300.0,4157343.0,3773.08,,,2871.0,3357.08,False,,1200.0,3391.0,3366.24,https://logo.clearbit.com/amazon.com,,,,,,,,,,,,,,
25,8050,Consumer Cyclical,47000.0,"Amcor plc develops, manufactures, and sells various packaging products for food, beverage, medical and pharmaceutical, fresh produce, snack food, personal care, and other industries worldwide. It operates through two segments, Flexibles and Rigid Packaging. The company provides flexible packaging products, rigid packaging containers, specialty cartons, and closures. The company is headquartered in ZÃ¼rich, Switzerland.",Zurich,41 44 316 1717,,Switzerland,[],http://www.amcor.com,1,Thurgauerstrasse 34,Packaging & Containers,0.15681,0.06878,0.21566999,1531200000.0,0.021,0.11241999,1967900032.0,12.0,hold,2535500000.0,1171912448.0,12.55,11.67,0.518,1.3,0.05342,8.0,12.58,149.926,0.18285999,13.5,694000000.0,7054000128.0,12549499904.0,0.451,USD,8.044,0.673,2.9,NYQ,Amcor plc,Amcor plc,America/New_York,EDT,False,-14400000,,EQUITY,AMCR,,,finmb_401715,a664bbf5-809e-3649-bcb0-d71c5bb3a910,us_market,,1.919,,12.24,,,0.68,,1541789952.0,,,,3.331,45096128.0,0.0292,,1593475200.0,0.39516997,861500032.0,0.313,,,3.5034523,0.00217,1656547200.0,,1617148800.0,6.79,1619740800.0,1533287215.0,0.44555,24087240704.0,2,,,,,,0.475,1.4337376,1622160000.0,1.77,,17.161764,,0.0293,48911248.0,,,11.52,11.56,11.631471,0.04079861,0.84239995,,11.69,,6124000.0,11.52,11.527353,0.47,11.56,6124000.0,,,0.47,1621900800.0,,,11.44,USD,37.284348,4341797.0,,,,17992689664.0,,,6296104.0,11.44,11.63,21500.0,4341797.0,12.76,,,10.26,11.38,False,0.040700004,3200.0,11.69,11.67,https://logo.clearbit.com/amcor.com,,,,,,,,,,,,,,
26,63103,Utilities,9183.0,"Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. It operates through four segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, and Ameren Transmission. The company engages in the rate-regulated electric generation, transmission, and distribution activities; and rate-regulated natural gas distribution and transmission businesses. It primarily generates electricity through coal, nuclear, and natural gas, as well as renewable sources, such as hydroelectric, wind, methane gas, and solar. The company serves residential, commercial, and industrial customers. The company was founded in 1881 and is headquartered in St. Louis, Missouri.",Saint Louis,314 621 3222,MO,United States,[],http://www.ameren.com,1,1901 Chouteau Avenue,Utilities—Regulated Electric,0.45416,0.16923,0.52323,1402000000.0,0.088,0.26532,2571000064.0,83.0,buy,2858000000.0,-2018499968.0,89.0,85.61,0.542,0.79,0.030250002,12.0,88.92,133.923,0.11015,94.0,6000000.0,12423999488.0,5661000192.0,0.023,USD,22.735,0.321,2.1,NYQ,Ameren Corporation,Ameren Corporation,America/New_York,EDT,True,-14400000,,EQUITY,AEE,,,finmb_373264,cddf641c-bbf4-38c5-85fd-deeb9482fea8,us_market,,5.939,,13.076,,,4.04,,255552992.0,,,,35.804,3223813.0,0.0126,,1609372800.0,0.7725,958000000.0,3.818,,,2.3910735,0.00441,1672444800.0,,1617148800.0,2.41,1619740800.0,254026970.0,0.266304,33618094080.0,2,,,,,,0.596,3.8646688,1622160000.0,2.9,,21.190594,,0.0166,3166971.0,,,84.81,85.02,80.23044,0.024230635,0.538,,85.97,,757680.0,84.81,82.90206,2.055,85.02,757680.0,,,2.2,1623110400.0,,,84.24,USD,22.422733,795620.0,,,,21877891072.0,,,1312988.0,84.24,85.44,800.0,795620.0,86.9,,2.82,69.79,85.47,False,0.0269,900.0,85.97,85.61,https://logo.clearbit.com/ameren.com,,,,,,,,,,,,,,
27,76155,Industrials,113200.0,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. The company provides scheduled air transportation services for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C., as well as through partner gateways in London, Madrid, Seattle/Tacoma, Sydney, and Tokyo. As of December 31, 2020, it operated a mainline fleet of 855 aircraft. The company was formerly known as AMR Corporation and changed its name to American Airlines Group Inc. in December 2013. American Airlines Group Inc. was founded in 1930 and is headquartered in Fort Worth, Texas.",Fort Worth,817 963 1234,TX,United States,[],http://www.aa.com,1,1 Skyview Drive,Airlines,-0.83889,-0.61528,-0.65012,-6200999936.0,-0.529,-1.0127,-10762999808.0,5.0,hold,-5536000000.0,-8850750464.0,20.0,19.95,,1.044,-0.12765001,17.0,18.91,,,29.0,14039000064.0,48023998464.0,12830000128.0,21.889,USD,23.932,0.866,3.4,NMS,"American Airlines Group, Inc.",American Airlines Group Inc.,America/New_York,EDT,True,-14400000,,EQUITY,AAL,,,finmb_168569,b73d98bf-8d5e-382f-9d49-b84d8f52f152,us_market,,3.759,,-4.481,,,-0.07,,641382976.0,,,,-12.387,83756250.0,0.1306,,1609372800.0,0.52209,-7894000128.0,-14.725,,,,0.00984,1672444800.0,,1617148800.0,2.52,1619740800.0,636290541.0,1.850543,48223707136.0,2,,1386547200.0,0:1,,,,0.997318,1622160000.0,0.06,,-285.0,,0.1467,90791904.0,,,20.06,20.08,21.324558,0.0,0.0,,20.06,,26496140.0,20.06,21.336176,0.0,20.08,26496140.0,,,,1580774400.0,,,19.31,USD,,36230286.0,,,,12795590656.0,,,31429022.0,19.31,19.8,27000.0,36230286.0,26.09,,,10.63,19.75,False,,21500.0,20.06,19.95,https://logo.clearbit.com/aa.com,,,,,,,,,,,,,,
28,43215-2373,Utilities,16787.0,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, nuclear, and hydroelectric, as well as solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company owns, leases, or controls approximately 3,016 railcars, 411 barges, 6 towboats, and a coal handling terminal with approximately 18 million tons of annual capacity. American Electric Power Company, Inc. was incorporated in 1906 and is headquartered in Columbus, Ohio.",Columbus,614-716-1000,OH,United States,[],http://www.aep.com,1,1 Riverside Plaza,Utilities—Regulated Electric,0.373,0.14755,0.45780998,3100000000.0,0.142,0.20485,5763700224.0,82.0,buy,6966000000.0,-2287862528.0,96.5,89.09,0.15,0.417,0.024619998,16.0,97.16,170.872,0.110249996,112.0,472300000.0,36259098624.0,15452099584.0,0.945,USD,31.132,0.246,2.3,NMS,American Electric Power Company,"American Electric Power Company, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,AEP,,,finmb_135470,31a5c29e-9305-3849-a05f-4a7df17372c6,us_market,,5.194,,13.926,,,4.98,,499750016.0,,,,42.009,11686783.0,0.0234,,1609372800.0,0.74601,2279899904.0,4.57,,,2.120736,0.00025,1672444800.0,,1617148800.0,3.78,1615766400.0,499145702.0,0.246552,80262938624.0,2,,,,,,0.161,2.8813381,1618444800.0,3.03,,17.889557,,0.0234,8779629.0,,,88.34,88.72,84.10074,0.032601316,0.6302,,89.63,,3285120.0,88.34,85.45824,2.88,88.72,3285120.0,,,2.96,1620345600.0,,,88.23,USD,19.494528,2097988.0,,,,44522725376.0,,,2805400.0,88.23,89.54,1800.0,2097988.0,94.21,,3.3,74.8,88.5,False,0.0335,900.0,89.63,89.09,https://logo.clearbit.com/aep.com,,,,,,,,,,,,,,
29,10285,Financial Services,63700.0,"American Express Company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide. The company operates through three segments: Global Consumer Services Group, Global Commercial Services, and Global Merchant and Network Services. Its products and services include payment and financing products; network services; accounts payable expense management products and services; and travel and lifestyle services. The company's products and services also comprise merchant acquisition and processing, servicing and settlement, point-of-sale marketing, and information products and services for merchants; and fraud prevention services, as well as the design and operation of customer loyalty programs. It sells its products and services to consumers, small businesses, mid-sized companies, and large corporations through mobile and online applications, third-party vendors and business partners, direct mail, telephone, in-house sales teams, and direct response advertising. American Express Company was founded in 1850 and is headquartered in New York, New York.",New York,212 640 2000,NY,United States,[],http://www.americanexpress.com,1,200 Vesey Street,Credit Services,0.0,0.18424,0.72283,11144999936.0,0.773,0.2281,,120.0,buy,22086000000.0,,150.5,169.04,8.655,1.578,0.03741,26.0,155.11,153.976,0.30154,197.0,29109999616.0,39324000256.0,38136000512.0,36.642,USD,47.492,1.559,2.5,NYQ,American Express Company,American Express Company,America/New_York,EDT,True,-14400000,,EQUITY,AXP,,,finmb_92001,3b2d1661-0aa2-3fea-bdbf-6a46a3a4a87c,us_market,,3.87,,,,,9.1,,803302976.0,,,,30.447,8151968.0,0.010199999,,1609372800.0,0.87188005,6920000000.0,6.101,,,5.5519423,0.00117,1672444800.0,,1625011200.0,2.23,1623715200.0,641719206.0,1.281828,147603259392.0,2,,1128297600.0,10000:8753,,,7.872,3.560686,1626307200.0,0.89,,18.575823,,0.0126,6260120.0,,,169.27,169.75,150.13397,0.010161281,0.2,,170.29,,5125800.0,169.27,168.40411,1.72,169.75,5125800.0,,,1.72,1625097600.0,,,165.3,USD,27.706932,3583885.0,,,,135790329856.0,,,3461301.0,165.3,169.3,800.0,3583885.0,179.67,,1.46,89.11,169.19,False,0.0099,1000.0,170.29,169.04,https://logo.clearbit.com/americanexpress.com,,,,,,,,,,,,,,
30,10038,Financial Services,45000.0,"American International Group, Inc. provides insurance products for commercial, institutional, and individual customers in North America and internationally. The company's General Insurance segment offers general liability, environmental, commercial automobile liability, workers' compensation, casualty, and crisis management insurance products; commercial, industrial, and energy-related property insurance; and aerospace, political risk, trade credit, portfolio solutions, crop, and marine insurance. It also provides professional liability insurance products for a range of businesses and risks, including directors and officers, mergers and acquisitions, fidelity, employment practices, fiduciary liability, cyber risk, kidnap and ransom, and errors and omissions insurance. In addition, this segment offers personal auto and property insurance, voluntary and sponsor-paid personal accident, and supplemental health products; extended warranty insurance products; and travel insurance products. Its Life and Retirement segment offers variable annuities, fixed index and fixed annuities, and retail mutual funds; group mutual funds, group and individual annuities, and investment products, and financial planning and advisory services; plan administrative and compliance services; and term life and universal life insurance. It also provides stable value wrap products, and structured settlement and pension risk transfer annuities; and corporate- and bank-owned life insurance and guaranteed investment contracts. This segment sells its products through independent marketing organizations, independent insurance agents, financial advisors, direct marketing, banks, and broker-dealers. American International Group, Inc. was founded in 1919 and is headquartered in New York, New York.",New York,212 770 7000,NY,United States,[],http://www.aig.com,1,175 Water Street,Insurance—Diversified,0.18774,-0.08845,0.28615,2264000000.0,-0.012,0.102819994,8102000128.0,47.0,buy,10698000000.0,14537624576.0,56.0,47.74,1.227,0.746,0.00506,13.0,54.54,56.086,-0.05673,60.0,17040000000.0,35648000000.0,43155001344.0,19.857,USD,49.73,0.207,2.4,NYQ,"American International Group, I","American International Group, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,AIG,,,finmb_250388,00364109-56c8-328a-a91c-6092045edb5f,us_market,,1.412,,7.521,,,5.1,,858140992.0,,,,72.37,6444342.0,0.0075,,1609372800.0,0.93083,-3849999872.0,-4.44,,,0.6596656,0.00091,1672444800.0,,1617148800.0,1.47,1619740800.0,857007901.0,1.371195,60933054464.0,2,,1246406400.0,1:20,,,1.216,0.9493141,1622160000.0,0.32,,9.360785,,0.0075,7584280.0,,,47.37,47.71,46.91956,0.027021322,,,47.795,,3303720.0,47.37,47.72853,1.28,47.71,3303720.0,,,1.28,1623628800.0,,,46.44,USD,,2346522.0,,,,40967651328.0,,,4121823.0,46.44,47.72,1200.0,2346522.0,54.08,,2.71,25.57,47.71,False,0.0269,900.0,47.795,47.74,https://logo.clearbit.com/aig.com,,,,,,,,,,,,,,
31,02116,Real Estate,5618.0,"American Tower, one of the largest global REITs, is a leading independent owner, operator and developer of multitenant communications real estate with a portfolio of approximately 181,000 communications sites.",Boston,617-375-7500,MA,United States,[],http://www.americantower.com,1,116 Huntington Avenue,REIT—Specialty,0.6345,0.23402001,0.72589993,4174099968.0,0.083,0.39903,5207300096.0,250.0,buy,5814300000.0,3966037504.0,285.0,284.35,0.559,0.72,0.04666,21.0,281.62,806.176,0.42044997,325.0,1913600000.0,36695498752.0,8206900224.0,4.302,USD,18.484,0.636,1.9,NYQ,American Tower Corporation (REI,American Tower Corporation (REIT),America/New_York,EDT,True,-14400000,,EQUITY,AMT,,,finmb_24766,93037c7a-3d3b-3a0c-bac0-a08bc747c258,us_market,,19.411,,30.592,,,5.46,,454696000.0,,,,8.731,4198537.0,0.0092,,1609372800.0,0.90205,1920600064.0,4.31,,,32.567863,0.0031299999,1672444800.0,,1617148800.0,2.61,1620950400.0,443280636.0,0.231229,159304138752.0,2,,,,,,0.554,15.754159,1623715200.0,2.73,,52.078754,,0.0106,3380228.0,,,283.62,283.7,246.86551,0.016536212,1.051,,285.82,,1514000.0,283.62,275.81616,4.69,283.7,1514000.0,,,5.08,1623888000.0,,,282.82,USD,65.97448,1000032.0,,,,129292812288.0,,,1704714.0,282.82,285.4,1200.0,1000032.0,289.51,,1.8,197.5,281.8,False,0.0182,900.0,285.82,284.35,https://logo.clearbit.com/americantower.com,11th Floor,617-375-7575,,,,,,,,,,,,
32,08102-1658,Utilities,7000.0,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,700 communities in 16 states serving approximately 3.5 million active customers. The company serves residential customers; commercial customers, such as food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides various warranty protection programs to residential customers; and water and wastewater services on various military installations. In addition, the company undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. It operates approximately 79 surface water treatment plants; 530 groundwater treatment plants; 150 wastewater treatment plants; 53,200 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,600 water and wastewater pumping stations; 1,300 treated water storage facilities; and 75 dams. The company serves approximately 15 million people with drinking water, wastewater, and other water-related services in 46 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",Camden,856 955 4001,NJ,United States,[],http://www.amwater.com,1,1 Water Street,Utilities—Regulated Water,0.49987,0.18791,0.56608003,1424999936.0,0.052,0.33865002,1910000000.0,146.0,buy,2155000000.0,-749374976.0,167.0,175.3,0.074,0.598,0.03365,14.0,165.71,164.803,0.11196,185.0,85000000.0,10849000448.0,3820999936.0,0.468,USD,21.11,0.236,2.4,NYQ,"American Water Works Company, I","American Water Works Company, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,AWK,,,finmb_250885,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,us_market,,10.137,,20.28,,,4.61,,181468992.0,,,,36.276,1615937.0,0.0089,,1609372800.0,0.8651,718000000.0,3.958,,,4.832396,0.0022200001,1672444800.0,,1617148800.0,2.5,1620950400.0,181044558.0,0.210326,38733848576.0,2,,838339200.0,2:1,,,0.073,8.502761,1623715200.0,4.33,,38.02603,,0.0101,2106909.0,,,172.25,173.25,155.32625,0.012772134,0.557,,176.8363,,532520.0,172.25,162.17795,2.2,173.25,532520.0,,,2.41,1620604800.0,,,172.1,USD,44.290047,891806.0,,,,32489050112.0,,,699339.0,172.1,175.37,900.0,891806.0,176.8363,,1.74,131.01,175.0,False,0.0156,1000.0,176.8363,175.3,https://logo.clearbit.com/amwater.com,,,,,,,,,,,,,,
